0,0,1,43.48877874
1,2,1,57.61361993
2,0,3,31.21306666
3,3,2,34.78970263
4,1,4,65.98982435
5,5,6,29.53206855
6,5,7,108.4376407
7,7,8,97.08649765
8,7,9,87.50531874
9,10,11,35.8048191
10,11,12,33.25923454
11,9,8,46.8161585
12,9,13,120.7399594
13,13,14,54.4144702
14,15,16,43.14567265
15,14,17,115.9888621
16,17,18,42.46314911
17,18,19,125.8165531
18,4,20,17.81598331
19,5,20,33.74229131
20,20,21,46.37855526
21,21,22,46.35377378
22,22,23,31.1827671
23,22,24,37.35857992
24,24,25,46.70839935
25,25,26,31.29019694
26,26,27,24.91025486
27,27,28,30.04142617
28,28,29,39.51588284
29,29,30,55.38811188
30,30,31,26.94579948
31,5,32,50.96721986
32,32,33,45.55042934
33,33,34,43.94700399
34,34,25,23.97825307
35,34,35,94.89620073
36,29,36,8.976286978
37,37,36,12.06732634
38,36,38,48.65735769
39,35,38,83.59504862
40,35,39,37.16995752
41,38,40,65.54335351
42,40,41,15.08821219
43,39,42,10.87504349
44,42,41,46.70359698
45,41,43,24.15163925
46,44,45,22.89985931
47,46,47,17.7127241
48,47,48,51.18369086
49,48,13,66.78328679
50,49,50,67.88893245
51,50,51,57.76400183
52,50,52,79.29375148
53,52,53,112.9656607
54,53,54,4.906377826
55,54,46,76.36318758
56,54,55,50.3761297
57,42,44,45.88983184
58,44,56,184.5820448
59,56,57,54.19018142
60,46,58,33.63953184
61,58,59,66.01857825
62,46,60,17.59154893
63,34,61,111.2561576
64,61,60,55.40516789
65,60,59,45.48314414
66,59,56,76.30194043
67,57,62,71.17424304
68,62,55,115.0496572
69,52,63,134.0651039
70,55,64,71.77856598
71,64,65,60.44355777
72,64,66,10.41323133
73,66,67,19.60047372
74,66,68,11.48098422
75,68,69,25.93347888
76,68,63,106.150092
77,63,70,33.17534321
78,19,71,64.56758736
79,71,72,62.24466421
80,19,73,25.51303375
81,73,74,28.08201077
82,74,75,25.39560928
83,75,76,28.53298452
84,73,76,26.42613398
85,70,77,41.25277813
86,77,78,34.30879832
87,78,79,20.04679152
88,79,80,9.894793588
89,79,81,43.22007117
90,81,82,82.18482165
91,82,83,42.36631427
92,82,84,43.63872386
93,19,85,49.8151352
94,85,86,20.44520855
95,86,87,31.1158216
96,87,88,18.24409931
97,88,89,10.45400382
98,89,86,9.070066053
99,89,90,15.02739176
100,70,91,98.38468618
101,91,81,63.38336873
102,91,84,67.72225005
103,92,84,97.53672139
104,92,90,22.85239061
105,76,72,91.19970266
106,72,93,42.31618311
107,93,94,15.28840551
108,93,95,25.06051253
109,95,83,68.55411153
110,90,96,20.5782216
111,96,97,59.66937495
112,97,98,20.96001452
113,98,99,10.12737847
114,98,100,16.7753568
115,98,101,32.15350064
116,101,102,13.93219147
117,101,103,29.59623897
118,96,18,68.18514073
119,90,104,15.49223194
